round,name,address,region,lat,lng
"262","태극로또전문점","경기 이천시 애련정로 124-2","31","37.28148","127.4503"
"262","대박로또복권","강원 원주시 관설동  1771-6패밀리마트관설에버빌점","32","37.315277","127.96166"
"263","GS25(관악한일)","서울 관악구 남현동  602-11 한일빌딩 1층","11","37.473976","126.981316"
"263","-","서울 서초구 서초동  1591-3 탑스벤처빌딩 1층 서초마트내","11","37.48711","127.01316"
"263","왕대박로또방","부산 해운대구 좌동  998-7 1층","21","35.160866","129.15546"
"263","하나편의점","인천 남동구 구월로 281 세븐일레븐편의점내","23","37.455925","126.72196"
"263","예스24","경기 고양시 덕양구 화정동 화정동 977 밀레니엄타워105","31","37.632137","126.83306"
"263","로또","경기 김포시 사우동  872 청원프라자 107","31","37.62242","126.72175"
"264","C-Space 신림녹두","서울 관악구 신림9동  240-3  밀라트빌딩","11","37.486572","126.91299"
"264","미니스톱기장점","부산 기장군 차성동로 69","21","35.243927","129.2165"
"264","천하명당초량점","부산 동구 중앙대로221번길 3","21","35.116898","129.04013"
"264","복권명당","대구 수성구 수성로 337 1층 동북편상가","22","35.85569","128.61345"
"264","LG슈퍼","경기 광명시 연서로 10","31","37.48104","126.863335"
"264","당첨로또복권","경기 안양시 동안구 포도원로 4","31","37.361946","126.96251"
"264","제철로또대리점","전남 광양시 광장로 125 시티프라자A동116호","36","34.935413","127.693985"
"265","한미복권방","서울 강동구 성내1동  550","11","37.529194","127.12381"
"265","교통카드판매대","서울 관악구 신림9동  240-4","11","37.470345","126.93811"
"265","세종장식","서울 양천구 오목로 204","11","37.52534","126.860054"
"265","가로판매(버스카드)","서울 영등포구 여의나루로 42 가로판매점(여의도동)","11","37.52147","126.92497"
"265","동아슈퍼마켓","경기 안산시 단원구 원곡동 748-6","31","37.331112","126.79315"
"265","태흥금방","경기 의정부시 의정로 118","31","37.743553","127.03504"
"265","승일유통","충북 청주시 흥덕구 월명로 42","33","36.63832","127.45375"
"265","에버빌마트","경북 안동시 강남5길 102 에버빌마트 1층","37","36.551132","128.73126"
"266","안목마트","서울 강북구 한천로 1024,(번동)","11","37.639324","127.02814"
"266","라스정보통신","서울 강북구 수유동  256-22  미니스톱내","11","37.646267","127.00816"
"266","월드컵복권방","경기 광주시 경안로 20","24","37.409946","127.2584"
"267","대박예감","경기 화성시 영통로 70 101호","31","37.23632","127.06136"
"267","GS25(천안성정)","충남 천안시 성정동  193-17번지","34","36.79047","127.11704"
"267","로또 코리아북삼점","경북 칠곡군 북삼읍 인평리 인평리 1094-1","37","35.967587","128.41785"
"268","자양사거리 가로매점","서울 광진구 자양로 95","11","37.536224","127.0832"
"268","행운복권방","서울 은평구 연서로 258 상가102호","11","37.619785","126.92332"
"268","공단휴게실","충북 청주시 흥덕구 복대동 100-15번지","33","36.637928","127.442406"
"268","일공공일 안경콘택트","경북 구미시 구미중앙로5길 2,(원평동)","37","36.13032","128.32828"
"268","영덕로또복권","경북 영덕군 덕곡길 128","37","36.412933","129.36562"
"268","사랑의 꽃집","경북 영주시 하망동  247-9","37","36.830154","128.63432"
"268","GS25(창원서광)","경남 창원시 중앙동  1004 서광오피스텔","38","35.22014","128.67592"
"269","버스카드판매대","서울 관악구 신림로 145-2","11","37.47187","126.93328"
"269","스파","서울 노원구 동일로 1493 상계주공아파트(10단지) 주공10단지종합상가111","11","37.66166","127.05787"
"269","제일통신","서울 노원구 중계동  591 대호프라자 1층106","11","37.659782","127.07319"
"269","가판","서울 마포구 마포대로 58 가든호텔정문옆가판","11","37.540684","126.94833"
"269","서울수퍼","서울 중랑구 동일로 809-1,(중화동)","11","37.60269","127.07895"
"270","복권방(천하명당)","서울 성동구 행당로 75 행당동대림아파트 리빙프라자동 지하2층 비202","11","37.55789","127.02709"
"270","GS25(명륜아남)","서울 종로구 혜화로 9","11","37.586414","127.00013"
"270","행운복권","인천 부평구 열우물로 73","23","37.4739","126.69852"
"270","복권명당","충남 공주시 번영1로 41","34","36.471832","127.13313"
"270","훼미리마트월영마을점","경남 창원시 마산합포구 월영남로 21,(해운동)","38","35.17691","128.55867"
"271","팬레코드","부산 남구 수영로 253","21","35.135506","129.09416"
"271","대원슈퍼마켓","부산 수영구 수영로 524","21","35.152473","129.112"
"271","선마트로또점","대구 달서구 월성동  275-2    105","22","35.83159","128.53317"
"271","GS25(안산팔곡)","경기 안산시 상록구 본오동 본오동 741-5 1층 101","31","37.294895","126.87601"
"271","복권나라","충북 청주시 청원구 율봉로176번길 8-2","33","36.668503","127.488235"
"271","로터리편의마트","경북 포항시 북구 서동로 85 육거리","37","36.040768","129.36725"
"272","Yes할인마트","서울 강남구 개포로 202 1층 이마트 24","11","37.478157","127.04497"
"272","대창","서울 강동구 상암로 211 1층","11","37.546654","127.14613"
"272","오거리마트","서울 은평구 응암로14길 6,(응암동)","11","37.590076","126.9179"
"272","훼밀리복권","부산 금정구 중앙대로1719번길 37 우측 복권판매점","21","35.237713","129.09015"
"272","청솔서점","부산 사하구 하신번영로 195","21","35.098824","128.95897"
"272","승리 로또당리점","부산 사하구 당리동  324-19","21","35.096386","128.994"
"272","복권명당","대구 동구 효동로 45,(효목동)","22","35.881493","128.6462"
"272","대박복권방","울산 동구 진성8길 133","26","35.511425","129.42975"
"272","로또판매업","경남 양산시 북정로 31 CU편의점 내","38","35.35902","129.04372"
"273","에스에프마트","울산 북구 동대17길 2","26","35.630302","129.35161"
"273","행운복권마트","경기 포천시 신읍동  58-16","31","37.89491","127.201126"
"273","삼성로또복권방슈퍼","전북 남원시 네마실1길 10-5","35","35.41577","127.38633"
"274","영훈슈퍼마켓","서울 도봉구 덕릉로 222,(창동)","11","37.63781","127.03763"
"274","로또","서울 중구 신당동  133-14","11","37.56378","127.0194"
"274","오렌지마트","부산 사하구 장림번영로 96 105동 101호","21","35.08012","128.97574"
"274","북마산복권전문점","경남 창원시 마산합포구 북성로 98","38","35.215973","128.5708"
"275","혹시나도","충북 음성군 감곡면 왕장리 왕장리 521-9","33","37.119133","127.63936"
"276","지원물산","서울 노원구 공릉로 108,(공릉동)","11","37.61983","127.078094"
"276","불광가판점","서울 은평구 불광1동  281-175","11","37.6098","126.930756"
"276","대박찬스","서울 중랑구 면목로74길 40","11","37.58938","127.08978"
"277","가로공원충전소","서울 양천구 신월1동  146-1","11","37.53567","126.828926"
"277","행운복권방","충남 예산군 예산로 241","34","36.680298","126.85137"
"277","로또판매점","경남 진주시 신안동  705-4 주공3차아파트상가 101호","38","35.177094","128.06514"
"278","로또복권판매","서울 강북구 솔샘로67길 71","11","37.620274","127.02744"
"278","플러스 복권","대전 서구 대덕대로168번길 82 웰리움 편의점 내","25","36.34499","127.37875"
"278","천하제일복권명당","대전 중구 태평동  377-4번지","25","36.326427","127.394844"
"279","복권나라","서울 강서구 등촌1동  654-44","11","37.554955","126.85592"
"279","영광정보통신","서울 성북구 화랑로 92 1층 우측1호","11","37.602676","127.0425"
"279","원당역복권방","경기 고양시 덕양구 성사동 410-17","31","37.653427","126.843094"
"279","천복당","경기 오산시 대원로 52,(원동)","31","37.14621","127.07414"
"279","찬스복권방","전북 전주시 덕진구 태진로 120,(진북동)","35","35.831657","127.13599"
"280","현대","서울 도봉구 도봉로110길 74","11","37.64619","127.037636"
"280","서재강변로또","대구 달성군 다사읍 서재로 172,(서재리)","22","35.878708","128.49748"
"280","풍년로또","인천 남동구 구월4동  1265-10","23","37.45295","126.71929"
"280","로또명당점","대전 서구 관저로129번길 3","25","36.299126","127.33612"
"280","로또명당매화점","충북 옥천군 옥천읍 매화리 매화리 36-6","33","36.29921","127.59752"
"280","GS25(마산상남)","경남 마산시 상남동  230-25","38","35.209637","128.57639"
"280","복권명당","경남 창원시 의창구 서상로12번길 9-5","38","35.262417","128.61536"
"281","행운의 집","서울 강동구 구천면로 220","11","37.540466","127.1292"
"281","복권왕국","서울 광진구 자양동  624-23 1층","11","37.535576","127.082565"
"281","담배 소매점","서울 용산구 용문동  32-111 (6/4)","11","37.53796","126.95928"
"281","종합복권슈퍼","경기 시흥시 마유로 336 정일빌딩104","31","37.34572","126.73561"
"281","로또복권방","충남 아산시 탕정면로 213","34","36.8086","127.07462"
"281","복권나라","경북 경산시 경안로 79","37","35.81462","128.73868"
"282","경북윤업사","대구 남구 대명로 161","22","35.839363","128.57545"
"282","코사마트금강점","대구 달서구 용산로 204 1층 코사마트","22","35.855705","128.53079"
"282","인천연수점로또판매","인천 연수구 연수동  631","23","37.41185","126.67784"
"282","로또판매점","경기 고양시 일산동구 정발산로 24 1층 K-114호","31","37.65477","126.77263"
"282","흥부네대박났네","경기 광주시 경충대로 763","24","37.355545","127.325386"
"282","삼성복권방","경기 동두천시 어수로 100-1","31","37.902187","127.05362"
"282","행운의집","경북 안동시 북문동  23-7","37","36.566982","128.7295"
"283","로또하는날","부산 연제구 연산동  1505-49","21","35.185684","129.08319"
"283","상동매표","경기 부천시 원미구 상동 상동 412","31","37.490078","126.75341"
"283","GS25(양산문성)","경남 양산시 웅상읍 평산리 평산리 31-5","38","35.384815","129.15508"
"284","하이마트","인천 서구 심곡동  333-7","23","37.54449","126.672325"
"284","대박나라 베팅숍","경기 부천시 성주로 84,(송내동)","31","37.479435","126.765434"
"284","현대보석","전북 전주시 덕진구 시천로 96-14","35","35.867195","127.11614"
"285","대박찬스","충북 청주시 흥덕구 가경로161번길 3","33","36.628975","127.43644"
"285","훼미리마트(포항제일)","경북 포항시 북구 죽도동 죽도동 618-2","37","36.023617","129.35837"
"285","운수대통","경남 거제시 능포동  727-2 동헌상가  가-111","38","34.873497","128.73126"
"286","스파","서울 노원구 동일로 1493 상계주공아파트(10단지) 주공10단지종합상가111","11","37.66166","127.05787"
"286","신문가판점","서울 송파구 가락동  95-1번지","11","37.496143","127.11638"
"286","토토와로또 복권방","충남 서산시 동문동  288-10","34","36.781075","126.458405"
"287","덕성상회","서울 강서구 외발산동  424 수협2층 29호","11","37.566425","126.81504"
"287","-","서울 동작구 사당동  147-78","11","37.485317","126.96997"
"287","로또복권판매점","서울 마포구 신수동  88-9","11","37.549625","126.93753"
"287","후생사제3매장","대전 동구 비래서로42번길 105,(가양동)","25","36.349724","127.446815"
"287","행운로또","강원 춘천시 금강로 81 신한은행강원영업부지점앞 가판","32","37.87633","127.73171"
"287","영신슈퍼","충북 청주시 서원구 청남로 2119-1","33","36.621258","127.48743"
"287","로또복권방","충남 당진시 당진중앙1로 21","34","36.892937","126.62633"
"288","성원식품","서울 서초구 서초3동  1451-2 성원빌딩 102","11","37.484188","127.01368"
"288","㈜ Cspace 다대제일점","부산 사하구 다대동  820-12  4/5","21","35.056534","128.97162"
"288","대승복권","부산 해운대구 좌동  1484-1 대승플라자빌딩 101","21","35.169605","129.17772"
"288","로또명당","충북 진천군 중앙북로 61","33","36.85867","127.44359"
"289","","","","",""
"290","로또잭팟","서울 관악구 신림동  727-5","11","37.474384","126.9164"
"290","신수칼라","서울 마포구 동교로27길 53","11","37.56015","126.92083"
"290","GS25(양재공원)","서울 서초구 양재동  321-2","11","37.47102","127.04134"
"290","원스탑","서울 송파구 백제고분로7길 39","11","37.510902","127.08321"
"290","조이풀이삭토스트","부산 동래구 중앙대로 1520 북쪽출구 빵집","21","35.213894","129.08134"
"290","㈜ Cspace 중앙제일점","부산 중구 동광동3가  17-2","21","35.10116","129.03479"
"290","대광슈퍼","경기 군포시 고산로 679 미성프라자106호","31","37.371067","126.93395"
"290","로또판매점","경기 안산시 상록구 안산천동로1길 29 현대2차아파트상가18호","31","37.330612","126.848595"
"290","신봤다대박복권방","경기 안산시 상록구 본오동 본오동 882-2  1층 우측상가","31","37.29337","126.861465"
"290","행운복권방","경기 포천시 솔모루로 86-1","31","37.8288","127.14748"
"290","원동슈퍼","충남 보령시 대천로 28","34","36.35113","126.59745"
"290","명성복권방","전남 순천시 기적의도서관길 25 명성복권방","36","34.948273","127.52518"
"290","훼미리마트(구미사곡)","경북 구미시 사곡동  481-7","37","36.098217","128.35858"
"291","바이복","서울 강남구 일원로5길 19","11","37.491383","127.082275"
"291","신명","서울 강서구 방화동로3길 1","11","37.562435","126.80841"
"291","월드사진관","부산 사하구 윤공단로14번길 53","21","35.057266","128.96973"
"291","찬스센타 백운점","인천 부평구 신촌로7번길 3","23","37.484802","126.708786"
"291","행운방","경기 용인시 기흥구 보정동 1804-4엔림프라자101호","31","37.320713","127.115105"
"291","선경로또","충북 제천시 용두대로 59 1층","33","37.13622","128.19936"
"291","k마트","경북 포항시 북구 득량동 득량동 170-1","37","36.029087","129.34732"
"292","세계주류백화점","서울 성동구 금호동4가  614번지","11","37.55358","127.01957"
"292","버스판매소","서울 영등포구 영중로 2 1층(영등포동3가)","11","37.516743","126.906746"
"292","도로가판집","서울 용산구 한강대로 55","11","37.5259","126.96439"
"292","로또복권","서울 중구 을지로2가  157 가판대98호","11","37.565742","126.98729"
"292","정원상회","부산 남구 대연2동  1757-2","21","35.13446","129.08789"
"292","대동슈퍼","인천 남동구 만수로 81","23","37.46275","126.73616"
"292","훼미리마트(일산동문)","경기 고양시 일산서구 일산동 일산동 957-3","31","37.685947","126.76501"
"292","대성식품","경기 수원시 팔달구 교동 교동 90-7","31","37.272495","127.01505"
"292","한아름알뜰매장","경기 안산시 단원구 화정천서로5길 38","31","37.345257","126.81658"
"292","복권방","경기 평택시 평택항로 1-6 1층 개그스토리편의점","31","36.961807","126.85373"
"292","동부매점","강원 강릉시 홍제동  992-2 고속버스터미널 동부매점","32","37.754555","128.88014"
"292","봉의산마트","강원 춘천시 춘천로 326 1층","32","37.88261","127.74867"
"292","복권나라","충북 청주시 청원구 율봉로176번길 8-2","33","36.668503","127.488235"
"292","덕산24시슈퍼","경남 창원시 진해구 충장로 505","38","35.1442","128.70134"
"293","교통카드판매대","서울 강동구 성내동  56-14 동인의원앞","11","37.54225","127.13089"
"293","경남마트","서울 구로구 고척로52길 21 경남상가201호","11","37.50424","126.85668"
"293","오케이상사","서울 서초구 신반포로 176 센트럴시티내100호매점","11","37.504353","127.00359"
"293","라이프25복권","인천 부평구 산곡동  181-69 외1필지 1층","23","37.518158","126.74386"
"293","터미널 편의점 1층","경기 수원시 권선구 권선동 권선동 1189 수원복합터미널 1301","31","37.25043","127.02087"
"293","복권천국","경남 양산시 중주동  693-2","38","35.33519","129.02783"
"294","훼미리마트(수유대로)","서울 강북구 노해로 121 두울빌딩","11","37.64605","127.0244"
"294","동래중고악기수리","부산 동래구 명륜로 163 중고악기1층","21","35.20847","129.08209"
"294","덕하복권명당","울산 울주군 덕하로 238","26","35.49198","129.30516"
"294","참깨열쇠.복권","전북 전주시 완산구 용리로 43 1층","35","35.798843","127.11466"
"295","","","","",""
"296","노다지 복권방","서울 도봉구 도봉동  623-1","11","37.672604","127.04473"
"296","행운복권","부산 남구 석포로 132","21","35.1288","129.09175"
"296","풍전수퍼","경기 부천시 조마루로 428,(원미동)","31","37.49708","126.79113"
"296","운수대통","경기 수원시 권선구 매실로 73","31","37.269012","126.95872"
"296","엠에스 슈퍼","경기 안산시 단원구 와동 와동 713-2","31","37.33758","126.82831"
"296","복권방","충북 청주시 흥덕구 송화로166번길 14 편의점","33","36.665695","127.45193"
"296","대원로또판매점","경북 고령군 고령읍 지산리 지산리 3-1번지","37","35.727325","128.26604"
"296","훼미리마트 상도점","경북 포항시 남구 문예로 68 우측상가","37","36.013435","129.36417"
"297","GS25(명륜중앙)","부산 동래구 온천동  473-12","21","35.21257","129.07867"
"297","행운로또복권","경기 오산시 오산동  876-2","31","37.14875","127.068886"
"298","화북슈퍼","제주 제주시 진남로6길 21","39","33.520645","126.56565"
"299","대박복권","서울 강서구 등촌동  674-1 미니스톱내발산역점(내)","11","37.559284","126.838844"
"299","컴텔정보통신","서울 도봉구 쌍문2동  49-1호","11","37.657375","127.037926"
"299","복권나라","서울 중구 남대문로5가  12-5","11","37.55862","126.975"
"299","삼월쇼핑","부산 부산진구 가야대로 784 33","21","35.155968","129.05736"
"299","삼성복권방","경기 동두천시 어수로 100-1","31","37.902187","127.05362"
"299","웅진코웨이","경기 수원시 팔달구 효원로 257 홈플러스동수원점 4층(홈플러스 동수원점)","31","37.262756","127.03011"
"299","다니엘사","경기 안산시 단원구 원선1로 38 두산위브아파트 101호","31","37.326073","126.80417"
"300","로또복권판매소","서울 구로구 디지털로27길 90","11","37.48446","126.88917"
"300","부일카서비스","부산 동구 자성로133번길 35","21","35.140015","129.06306"
"300","쿨복권방","대구 달서구 대명천로 220 1층","22","35.84214","128.53621"
"300","로또복권","대구 동구 아양로 294 1층","22","35.88992","128.6426"
"300","로또복권신매체인점","대구 수성구 달구벌대로 3233 신매동 효성백년가약상가 401동7호","22","35.8391","128.71039"
"300","풍향동복권나라","광주 북구 필문대로 79","24","35.162693","126.92831"
"300","오렌지25","경기 고양시 일산서구 고봉로 291 양우에이스스타디움109","31","37.68528","126.777145"
"300","일록로또복권방","경기 수원시 장안구 파장로 70 임채순베이커리","31","37.306053","126.99316"
"300","일록로또복권방","경기 수원시 장안구 파장로 70 임채순베이커리","31","37.306053","126.99316"
"300","행운방","경기 용인시 기흥구 보정동 1804-4엔림프라자101호","31","37.320713","127.115105"
"300","천하명당 복권방","경남 거제시 옥포성안로 60","38","34.891693","128.69492"
"300","훼미리마트함양한주점","경남 함양군 고운로 80-1","38","35.520874","127.73024"
"301","성경스튜디오","서울 동대문구 청량리동  678   1층","11","37.583195","127.04383"
"301","교통카드","서울 서초구 강남대로 517","11","37.5081","127.022255"
"301","청계로또","서울 성동구 상왕십리동  12-46호","11","37.570553","127.02583"
"301","가로판매점","서울 양천구 신월6동  550-5","11","37.518017","126.84222"
"301","로또왕대박","경기 화성시 와우안길 46 1층","31","37.21573","126.9766"
"301","복권방","강원 원주시 관설동  1702-1","32","37.318775","127.965"
"301","GS25(양산문성)","경남 양산시 웅상읍 평산리 평산리 31-5","38","35.384815","129.15508"
"302","제일약국","서울 강남구 역삼동  829-15","11","37.49431","127.03347"
"302","현대사","경기 성남시 분당구 미금일로 77 구미제2조합상가 102호","31","37.3456","127.111084"
"303","신문가판대","서울 성북구 보문동1가  147-48보문시장앞","11","37.584087","127.02031"
"303","로또복권방","서울 양천구 신월동  544-6 1층","11","37.518463","126.84198"
"303","슈퍼복권나라","부산 부산진구 대학로 37-2 1층 복권방","21","35.152138","129.03583"
"303","진성복권방","경기 포천시 가산로 380","31","37.847607","127.19117"
"303","행운복권방 보생당건강원","전북 익산시 무왕로 1268","35","35.960304","126.99727"
"303","동진슈퍼","경남 창원시 명서동  200-1 부산상가1층 3호","38","35.24227","128.64925"
"304","다모아복권방","서울 구로구 서해안로30길 13-7 1층","11","37.4933","126.844315"
"304","가판","서울 마포구 마포대로 58 가든호텔정문옆가판","11","37.540684","126.94833"
"304","복권나라","서울 성동구 용답중앙15길 12-1 1층","11","37.56443","127.05383"
"304","잠실매점","서울 송파구 올림픽로 269 잠실역 8번출구 앞 가판","11","37.514446","127.10071"
"304","1001안경콘텍트","서울 양천구 신월4동  517-4","11","37.521046","126.83872"
"304","장흥로또","전남 장흥군 장흥읍 건산리 건산리 722-1","36","34.67984","126.90773"
"305","더존할인마트","광주 광산구 운남동  782-5더존1빌딩1층","24","35.177372","126.81517"
"305","동원슈퍼","광주 남구 대남대로 277-1,(월산동)","24","35.137066","126.89665"
"305","매표소","경기 수원시 팔달구 정조로 782-1","31","37.277878","127.01711"
"305","하이로또 복권방","경기 안양시 동안구 관악대로339번길 7,(관양동)","31","37.404186","126.96016"
"305","훼미리마트 상도점","경북 포항시 남구 문예로 68 우측상가","37","36.013435","129.36417"
"306","그랑프리안경","서울 강서구 강서로45길 13 선화빌딩","11","37.547802","126.83536"
"306","가로판매점","서울 금천구 시흥대로 212 가판","11","37.452766","126.90165"
"306","스파","서울 노원구 동일로 1493 상계주공아파트(10단지) 주공10단지종합상가111","11","37.66166","127.05787"
"306","GS25(방이삼형)","서울 송파구 방이동  149-13","11","37.51427","127.115234"
"306","GS25(종로낙원)","서울 종로구 낙원동  230","11","37.57223","126.98859"
"307","가로가판대제57호(구)","서울 중구 세종대로14길 6-2","11","37.562904","126.97705"
"307","복권마트","광주 북구 북문대로 89 벽산메가시티상가 101동 116호","24","35.176758","126.87724"
"307","운천 대박 복권방","경기 포천시 영북면 영북로 171-1,(운천리)","31","38.08958","127.27446"
"307","팡팡복권마트.잡화슈퍼","전북 전주시 덕진구 가리내로 26","35","35.834366","127.13327"
"308","마이마트","인천 서구 탁옥로 76 한국상가제1층101호","23","37.54315","126.67822"
"309","신명","서울 강서구 방화동로3길 1","11","37.562435","126.80841"
"309","경성식품","서울 동대문구 망우로21길 52","11","37.590435","127.06028"
"309","부일카서비스","부산 동구 자성로133번길 35","21","35.140015","129.06306"
"309","꿈의나라","부산 동래구 명륜동  533-49","21","35.205193","129.07956"
"309","복권명당","대구 수성구 천을로 180 동서1차아파트상가108-112호","22","35.842495","128.71007"
"309","미니슈퍼","인천 남동구 호구포로 874","23","37.460365","126.720314"
"309","로또복권벽산블루밍","대전 서구 갈마로 262","25","36.33321","127.38101"
"309","복권왕국","대전 서구 동서대로1047번길 2","25","36.330875","127.37787"
"309","행운방","경기 용인시 기흥구 보정동 1804-4엔림프라자101호","31","37.320713","127.115105"
"309","로또복권","경기 의정부시 장암동  20-9","31","37.726334","127.05454"
"309","홈짱","충북 청주시 흥덕구 서경로28번길 19 휴대폰매장내","33","36.617184","127.44338"
"310","가로매로또","서울 관악구 신림동  1640-5","11","37.483337","126.929405"
"310","우선식품","서울 영등포구 도신로 231-2","11","37.512466","126.91666"
"310","인생역전복권방","인천 부평구 청천2동  10-17상가1층","23","37.518665","126.7047"
"310","형제상회","대전 서구 계룡로 664-1,(용문동)","25","36.336784","127.39472"
"310","로또판매점","경기 고양시 일산동구 장항동 752삼성메르헨상가102-2","31","37.660133","126.76643"
"310","아이리스","경기 고양시 일산동구 백석동 백석동 1232 일산병원 지하 1층","31","37.645493","126.793015"
"310","-","경기 성남시 수정구 수정로 128","31","37.44143","127.13456"
"310","GS25(익산부송)","전북 익산시 부송동  235-7","35","35.95814","126.99704"
"311","신화복권방","서울 강동구 길동  347-61","11","37.542053","127.14185"
"311","한솔사","인천 미추홀구 경인로 384 1층 1호","23","37.45807","126.68257"
"311","1등로또복권","광주 서구 무진대로 904 광주종합터미널 내 영풍문고 앞","24","35.160297","126.88015"
"311","로또복권방","대전 서구 갈마중로 28,(갈마동)","25","36.347527","127.37245"
"311","로또복권","울산 울주군 해맞이로 1578","26","35.382607","129.34232"
"311","제일복권","강원 춘천시 중앙로 45 스탠다드차타드은행앞 가판","32","37.880833","127.72832"
"311","참깨열쇠.복권","전북 전주시 완산구 용리로 43 1층","35","35.798843","127.11466"
"311","로또","경남 고성군 고성읍 동외로167번길 11","38","34.97608","128.3255"
"312","GS25(삼성역)","서울 강남구 삼성동  168번지","11","37.510536","127.06286"
"312","뉴골드나라","서울 광진구 광나루로 521","11","37.545128","127.08744"
"312","주택복권사랑방","서울 구로구 경인로53길 15 중앙유통지하B55-02호","11","37.500893","126.874565"
"312","구포라인점","부산 북구 구포동  700-148","21","35.202557","129.00429"
"312","스파편의점","부산 사상구 가야대로 288 창조상가106호","21","35.15001","129.00414"
"312","동인마트","대구 중구 태평로 266","22","35.87241","128.60635"
"312","로또복권방","인천 동구 송현동  67-78","23","37.478172","126.63461"
"312","용두천하","광주 북구 하서로 373","24","35.20835","126.87351"
"312","대한복권","경기 부천시 부천로 52","31","37.489605","126.7842"
"312","대호상사","경기 성남시 분당구 야탑동 355-1세화2001빌딩107","31","37.411163","127.12681"
"312","성광복권방","경기 수원시 팔달구 인계동 인계동 968","31","37.27159","127.02644"
"312","119복권방","경기 안양시 만안구 안양2동 823-15","31","37.40586","126.911835"
"312","진안로또","전북 진안군 진안읍 군상리 군상리 403-102","35","35.791924","127.42988"
"312","북마산복권전문점","경남 창원시 마산합포구 북성로 98","38","35.215973","128.5708"
"312","GS25(서귀중문)","제주 서귀포시 천제연로 210","39","33.25145","126.42701"
"313","월드24시","서울 은평구 통일로 855-15","11","37.61925","126.919785"
"313","로또","부산 금정구 청룡동  31-7  슈퍼내","21","35.274113","129.09164"
"313","명진슈퍼","경기 의왕시 효행로 15","31","37.34923","126.974396"
"313","태극로또전문점","경기 이천시 애련정로 124-2","31","37.28148","127.4503"
"313","복권방","경기 하남시 신장로 122,(신장동)","31","37.53804","127.20478"
"313","늘봄로또복권","충남 서산시 호수공원6로 64 1층","34","36.77264","126.45055"
"314","팡팡복권방","서울 은평구 응암동  61-531층","11","37.590263","126.909645"
"314","가로판매점117호","서울 중구 장충단로 257","11","37.567608","127.00848"
"314","로또주안점","인천 남구 숭의동  408-7","23","37.462997","126.64097"
"314","탑포인트부평점","인천 부평구 부평동  557-11층","23","37.492844","126.72959"
"314","천하제일복권명당","대전 동구 새울로 93","25","36.326717","127.4615"
"314","훼미리마트(원주터미널)","강원 원주시 우산동  90-3","32","37.367092","127.93948"
"315","천하명당복권방화곡점","서울 강서구 화곡동  836-4","11","37.532097","126.85771"
"315","행운복권방","서울 강서구 화곡동  1068-32","11","37.540215","126.83419"
"315","해태24시","서울 양천구 곰달래로 11 1층 2호","11","37.529907","126.83391"
"315","부일카서비스","부산 동구 자성로133번길 35","21","35.140015","129.06306"
"315","보람복권방","울산 남구 화합로 194 18-1","26","35.541786","129.34166"
"315","GS25(안산산호)","경기 안산시 단원구 선부동 1081산호한양상가101호","31","37.336678","126.81326"
"315","대박복권방","경기 연천군 전곡읍 온골로 57-1,(전곡리)","31","38.02602","127.06766"
"315","다솜방제과슈퍼","경남 진주시 진주대로 883 1층","38","35.17919","128.09067"
"316","럭키슈퍼","서울 용산구 후암로 52","11","37.550594","126.97736"
"316","왕대박","부산 동래구 여고로113번길 59-4","21","35.201073","129.0741"
"316","훼미리마트관음점","대구 북구 칠곡중앙대로 475","22","35.938194","128.54906"
"316","버스매표소","인천 부평구 부평대로 3 가판","23","37.49181","126.722725"
"316","훼미리마트(광주우산점)","광주 광산구 우산동  1573-1","24","35.163925","126.802605"
"316","태안로또복권방","충남 태안군 독샘로 57","34","36.75318","126.29935"
"317","토큰박스(아카데미)","대구 중구 중앙대로 390 승강장옆","22","35.86778","128.59392"
"317","삽교복권방","충남 예산군 삽교로2길 2 CU편의점내","34","36.686195","126.73935"
"317","로또복권방","전북 정읍시 충정로 442 CU편의점 내","35","35.584843","126.85508"
"317","하당제과","전남 목포시 통일대로75번길 10 부영아파트상가109호","36","34.80206","126.43256"
"318","서울구가-17가판","서울 구로구 구로동로 130-2 구로4동우체국앞가판","11","37.490326","126.88439"
"318","-","서울 서초구 방배동  765-28","11","37.493843","126.98309"
"318","로또하우스","서울 양천구 목동  907-10현대파리지앙107호","11","37.536663","126.87982"
"318","갑부복권","서울 용산구 한남동  631-5","11","37.53211","127.005646"
"318","로또복권방","인천 서구 신현로 44 1층102호","23","37.51731","126.67237"
"318","안산삼성홈플러스로또복권판매점","경기 안산시 단원구 광덕대로 175 홈플러스 내 1층","31","37.311886","126.828896"
"318","범계가판","경기 안양시 동안구 호계동 호계동 1039희망공원가판대","31","37.390217","126.95044"
"318","돈벼락복권방","충남 아산시 서해로 654","34","36.88196","126.91078"
"318","신나라레코드","전남 여수시 망마로 107","36","34.757214","127.67405"
"319","복권명당(서부점)","대구 달서구 월배로 452","22","35.833633","128.55486"
"319","복권명당(서부점)","대구 달서구 월배로 452","22","35.833633","128.55486"
"319","로또복권판매","대구 북구 구암동  831-7","22","35.892487","128.60565"
"319","인생대역전","인천 계양구 임학동  10-10","23","37.545486","126.7387"
"319","초월대박복권방","경기 광주시 경충대로 1252","24","37.386677","127.28821"
"320","코사마트","경기 부천시 오정로 203,(내동)","31","37.52708","126.78259"
